      0,     1
0,	75007,	288.1
1,	75013,	596.5
2,	75014,	464
3,	75015,	903.1
4,	75017,	451.1
5,	75018,	427
6,	75019,	323
7,	75002,	153
8,	75004,	116.3
9,	75008,	252.6
10,	75012,	484.2
11,	75016,	584.1
12,	75020,	394.1
13,	75001,	75.3
14,	75005,	247
15,	75006,	222
16,	75010,	273
17,	75011,	487.2
18,	75003,	183.9
19,	75009,	208.3
